root;twoPass;quality;bestQuality;goodQuality;rtQuality;constantBitrate;autoAltRef;noAltRef;allowResize;columnTiling;rowTiling;threads_1;threads_2;threads_4;threads_8;threads;arnrMaxFrames_0;arnrMaxFrames_5;arnrMaxFrames_15;arnrMaxFrames;arnrStrength_0;arnrStrength_3;arnrStrength_6;arnrStrength;revision;performance;size;cpu
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.3.0;158701.4;237487;3.472078
1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;158582.8;237487;3.419802
1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;158524;237487;3.393037
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.3.0;159049.4;237487;3.542442
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.3.0;158628.6;237487;3.520381
1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;158315;237487;3.610265
1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;158551.6;237487;3.562641
1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.3.0;158575;237487;3.604084
1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.3.0;158535.4;237487;3.55121
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;157233;238718;3.575447
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;157328;238718;3.583784
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.3.0;157533.6;238718;3.548506
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.3.0;157135.4;238718;3.55782
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;157698.6;238718;3.548622
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;157240.8;238718;3.490012
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.3.0;157226.6;238718;3.491504
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.3.0;157569.2;238718;3.411792
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;157085.2;238718;3.530008
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;157219.8;238718;3.537222
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.3.0;157607.4;238718;3.52216
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.3.0;157153;238718;3.544139
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;157296;238718;3.495377
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;157108.4;238718;3.538316
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.3.0;157443.8;238718;3.556556
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.3.0;157420.8;238718;3.504046
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;157504.2;238718;3.555803
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;157750.2;238718;3.560581
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.3.0;157414.8;238718;3.53715
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.3.0;157327;238718;3.552545
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;157474.2;238718;3.533657
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;157559.6;238718;3.624961
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.3.0;157736.2;238718;3.524125
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.3.0;157204.4;238718;3.396521
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;157635.2;238718;3.45
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;157263.8;238718;3.471538
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.3.0;157516.2;238718;3.542499
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.3.0;157597.2;238718;3.548325
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;157494;238718;3.525891
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;157452.2;238718;3.569704
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.3.0;157626;238718;3.550357
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.3.0;157769.8;238718;3.554114
1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;157631.8;238718;3.563314
1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;157176.8;238718;3.538529
1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.3.0;157659.2;238718;3.539312
1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.3.0;157353.4;238718;3.566405
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;158380.8;238631;3.534063
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;158482.2;238631;3.42143
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.3.0;158299.8;238631;3.438855
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.3.0;158374;238631;3.381554
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;158107.8;238631;3.443395
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;157861.6;238631;3.567486
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.3.0;158140.4;238631;3.532356
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.3.0;158070;238631;3.576178
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;158251;238631;3.675807
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;158147.6;238631;3.634371
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.3.0;158304;238631;3.590523
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.3.0;158010.4;238631;3.527644
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;158213.4;238631;3.529936
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;158097.6;238631;3.548941
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.3.0;157826.4;238631;3.537135
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.3.0;158170.6;238631;3.432319
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;157970.6;238631;3.399439
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;158092.6;238631;3.407261
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.3.0;158218.8;238631;3.516281
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.3.0;157799.4;238631;3.519252
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;157870.8;238631;3.549396
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;158215.6;238631;3.548342
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.3.0;157436.4;238631;3.555921
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.3.0;158219;238631;3.624975
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;157983.6;238631;3.555094
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;157956.6;238631;3.567959
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.3.0;158235;238631;3.61706
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.3.0;158001;238631;3.564458
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;158376.6;238631;3.515198
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;158235.6;238631;3.36646
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.3.0;158450.4;238631;3.412994
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.3.0;157905;238631;3.49589
1;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;158128.4;238631;3.553579
1;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;158245.6;238631;3.550899
1;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.3.0;158064;238631;3.535434
1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.3.0;158319.6;238631;3.557205
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;159008.2;238341;3.540326
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;159113.4;238341;3.541768
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.3.0;158718.4;238341;3.542459
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.3.0;158400.4;238341;3.564389
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;158915.6;238341;3.551881
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;158377.6;238341;3.542033
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.3.0;158715.2;238341;3.575455
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.3.0;158904;238341;3.429024
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;159308.8;238341;3.378414
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;158580.8;238341;3.499351
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;v1.3.0;158994.6;238341;3.618734
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;v1.3.0;158414.2;238341;3.536172
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;158635.8;238341;3.63335
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;1;v1.3.0;158325;238341;3.57413
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;v1.3.0;159029.4;238341;3.51358
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;v1.3.0;158338.6;238341;3.522831
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;158610.6;238341;3.546726
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;v1.3.0;158912.8;238341;3.54995
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;v1.3.0;158785.4;238341;3.544393
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;v1.3.0;158978.2;238341;3.482782
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;158395.2;238341;3.416304
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;v1.3.0;158832.6;238341;3.458111
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;v1.3.0;158765.8;238341;3.475494
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;v1.3.0;158381.8;238341;3.542892
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;158458.4;238341;3.626854
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;v1.3.0;158553.6;238341;3.520033
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;1;1;v1.3.0;158564.8;238341;3.538962
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;v1.3.0;158820;238341;3.557828
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;158684.4;238341;3.549402
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;v1.3.0;158499.4;238341;3.527379
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;v1.3.0;158427.8;238341;3.572967
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;v1.3.0;158854.4;238341;3.607848
1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;158813.6;238341;3.543284
1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;1;v1.3.0;158425.6;238341;3.544574
1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;1;1;v1.3.0;158742;238341;3.44186
1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;v1.3.0;158710.2;238341;3.401958
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;158602.4;237487;3.43451
1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;1;0;0;1;v1.3.0;158509.4;237487;3.573929
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;1;v1.3.0;158696.8;237487;3.547358
1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;v1.3.0;158749.4;237487;3.609416
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;158343.2;237487;3.529024
1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;v1.3.0;158488.6;237487;3.550801
1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;v1.3.0;158730.8;237487;3.572934
1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;v1.3.0;158180.6;237487;3.559108
1;0;1;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;158486.8;237487;3.656391
1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;v1.3.0;158713.8;237487;3.549926
